Gene,Phecode,RareGPS,Indication,Max phase,Indicated mechanism,Indicated drugs,Druggable gene,DrugnomeAI,Predicted mechanism,Activators,Inhibitors,Other drugs
ADRA2C,CV_433.3 [Cerebrovascular insufficiency],0.086,1,4.0,Conflicting,"clonidine (I), dexmedetomidine (IV), esmirtazapine (IV)
 labetalol (IV), mirtazapine (IV), norepinephrine (II)",1,0.999,,"apraclonidine, brimonidine, clonidine, dexmedetomidine, dipivefrin, droxidopa, ephedrine, epinephrine, ergotamine, fadolmidine, guanabenz, guanfacine, hydroxyamphetamine, levonordefrin, lofexidine, mephentermine, methyldopa, methyldopate, naphazoline, norepinephrine, oxymetazoline, tetrahydrozoline, tizanidine, xylometazoline","[3h]norepinephrine, alseroxylon, aviptadil, celiprolol, ergoloid, esmirtazapine, fipamezole, idazoxan, l-norepinephrine, labetalol, mirtazapine, moxisylyte, nan, orm-12741, phenoxybenzamine, phentolamine, rauwolfia serpentina, tolazoline, tramadol",
SMAD3,CV_433.3 [Cerebrovascular insufficiency],0.086,0,0.0,,,1,0.081,,,,
SEMA7A,MS_704.1 [Polyarteritis nodosa and related conditions],0.086,0,0.0,,,0,0.066,,,,
LGI1,EM_249.1 [Cerebral amyloid angiopathy*],0.086,0,0.0,,,0,0.382,,,,
PTBP2,MB_293.1 [Anorexia nervosa],0.086,0,0.0,,,0,0.002,,,,
RPL15,BI_179.1 [Hypogammaglobulinemia NOS],0.086,0,0.0,,,1,0.001,,,"cycloheximide, dorlimomab aritox, mt-3724","ataluren, elx-02"
PTGS1,GE_972.2 [Hereditary ataxia],0.086,0,0.0,,,1,1.0,,,"acemetacin, acetaminophen, alclofenac, aloxiprin, antipyrine, apazone, aspirin, balsalazide, benzydamine, bismuth subsalicylate, bromfenac, clometacin, dexibuprofen, dexketoprofen, diclofenac, diclofenac etalhyaluronate, diflunisal, dipyrone, esflurbiprofen, fenclofenac, fenoprofen, flurbiprofen, glafenine, ibufenac, ibuprofen, ibuprofen lysine, indomethacin, indoprofen, isoxicam, ketoprofen, ketorolac, ketorolac tromethamine, lornoxicam, loxoprofen, meclofenamate, meclofenamic acid, mefenamic acid, mesalamine, metamizole, mofezolac, naproxcinod, naproxen, naproxen etemesil, nepafenac, olsalazine, oxaprozin, oxyphenbutazone, oxyphenbutazone anhydrous, phenylbutazone, piroxicam, pirprofen, sulfasalazine, sulindac, suprofen, tolmetin",
CD19,GE_977.6 [Congenital cutaneous mastocytosis*],0.086,0,0.0,,,1,0.983,,,obexelimab,"amg-729, axicabtagene ciloleucel, blinatumomab, brexucabtagene autoleucel, coltuximab ravtansine, denintuzumab, denintuzumab mafodotin, inebilizumab, lisocabtagene maraleucel, loncastuximab tesirine, mdx-1342, oncolysin b, tafasitamab, taplitumomab paptox, tisagenlecleucel"
GRIN2B,MB_302.1 [Speech and language developmental delay],0.086,0,0.0,,,1,0.998,,"apimostinel, neboglamine, rapastinel","acamprosate, amantadine, av-101, azd8108, cns-5161, delucemine, esketamine, evt-101, felbamate, gw468816, indantadol, ketamine, lanicemine, memantine, neramexane, orphenadrine, perzinfotel, radiprodil, ralfinamide, rislenemdaz, tramadol, traxoprodil",
HMGB2,GI_540.11 [Autoimmune hepatitis],0.086,0,0.0,,,0,0.008,,,,
HIF1A,CV_413.41 [Pulmonary valve stenosis],0.086,0,0.0,,,1,0.891,,,,
MTHFR,NS_341.1 [Cerebral palsy],0.086,0,0.0,,,0,0.062,,,,
EYS,SO_369.62 [Keratoconus],0.086,0,0.0,,,0,0.001,,,,
HIF1A,GE_975.2 [Hereditary hemorrhagic telangiectasia],0.086,0,0.0,,,1,0.891,,,,
EZH2,MS_727.5 [Cyst of bone],0.086,0,0.0,,,1,0.917,,,"gsk2816126, tazemetostat",
ABCD1,GE_963.1 [Lipid storage disorders],0.086,1,3.0,Other or unknown,elivaldogene autotemcel (III),1,0.0,,,,elivaldogene autotemcel
UBE2D3,SO_380.3 [Optic atrophy],0.086,0,0.0,,,0,0.001,,,,
MAPT,GE_972.2 [Hereditary ataxia],0.086,0,0.0,,,1,0.263,Activation,,"bepranemab, gosuranemab, paclitaxel, posdinemab, semorinemab, tilavonemab, zagotenemab",
DHX9,GE_972.1 [Hereditary neuropathy],0.086,0,0.0,,,0,0.001,Activation,,,
RPS10-NUDT3,SO_386.5 [Color vision deficiencies],0.086,0,0.0,,,0,,,,,
UBE2E3,MB_302.1 [Speech and language developmental delay],0.086,0,0.0,,,0,0.0,,,,
B9D1,GE_972.2 [Hereditary ataxia],0.086,0,0.0,,,0,0.003,,,,
RNF220,NS_323.3 [Motor neuron disease],0.086,0,0.0,,,0,0.001,Activation,,,
AMPD2,NS_341.1 [Cerebral palsy],0.086,0,0.0,,,0,0.075,,,,
TMEM237,GE_972.2 [Hereditary ataxia],0.086,0,0.0,,,0,0.0,,,,
NDUFAF3,GE_963.1 [Lipid storage disorders],0.086,0,0.0,,,1,1.0,,,"me-344, metformin, nv-128",
ENTPD1,NS_341.1 [Cerebral palsy],0.086,0,0.0,,,1,0.866,,,,
APOL1,GU_580.52 [Diffuse membranous glomerulonephritis],0.086,1,3.0,Other or unknown,unknown,1,0.003,,,,
KIF5B,GE_972.2 [Hereditary ataxia],0.086,0,0.0,,,1,0.003,,,"pralsetinib, selpercatinib",
LYST,GE_972.2 [Hereditary ataxia],0.086,0,0.0,,,0,0.001,Activation,,,
PTH,EM_208.1 [Hypoparathyroidism],0.086,1,2.0,Other or unknown,unknown,1,0.132,Activation,,,
IL18,RE_477.2 [Hypersensitivity pneumonitis],0.086,0,0.0,,,1,0.726,,,"gsk-1070806, tadekinig",camoteskimab
COX7A1,NS_341.1 [Cerebral palsy],0.086,0,0.0,,,0,0.027,,,,
MMP9,NS_344.2 [Benign intracranial hypertension],0.086,0,0.0,,,1,0.976,,,"andecaliximab, azd-1236, cts-1027, marimastat, rebimastat",
MED13,MB_302.1 [Speech and language developmental delay],0.086,0,0.0,,,0,0.001,,,,
RPL17,NS_344.2 [Benign intracranial hypertension],0.086,0,0.0,,,1,0.001,,,"cycloheximide, dorlimomab aritox, mt-3724","ataluren, elx-02"
AGFG1,SO_365.3 [Exophthalmos [Proptosis]],0.086,0,0.0,,,0,0.001,,,,
ISY1-RAB43,SO_386.6 [Night blindness],0.086,0,0.0,,,0,,,,,
EDNRB,MS_700.3 [Systemic sclerosis],0.086,1,4.0,Inhibition,"bosentan (IV), macitentan (III)",1,0.999,,,"ambrisentan, aprocitentan, bosentan, darusentan, enrasentan, macitentan, sitaxentan, tezosentan",rg-7636
CD55,GU_580.51 [Focal and segmental glomerular lesions*],0.086,0,0.0,,,1,0.017,Activation,,,
ARPC4,CM_750.16 [Arnold-Chiari syndrome*],0.086,0,0.0,,,0,0.002,,,,
EVC2,CM_770.5 [Congenital osteodystrophies],0.086,0,0.0,,,0,0.058,Activation,,,
AFDN,NS_344.11 [Communicating hydrocephalus],0.086,0,0.0,,,0,0.003,,,,
S1PR1,NS_323.3 [Motor neuron disease],0.086,1,2.0,Conflicting,fingolimod (II),1,0.98,,"etrasimod, fingolimod, krp203, ponesimod, siponimod, siponimod fumaric acid",,"amiselimod, cenerimod, etrasimod arginine, fingolimod lauryl, ozanimod"
HMGB1,MS_700.3 [Systemic sclerosis],0.086,0,0.0,,,1,0.025,Activation,,cd24fc,
TP63,GE_961.1 [Phakomatoses],0.086,0,0.0,,,0,0.117,Activation,,,
ESRP1,"EM_209.11 [Tall stature, acromegaly and gigantism]",0.086,0,0.0,,,0,0.002,,,,
COL1A2,CV_433.3 [Cerebrovascular insufficiency],0.086,0,0.0,,,1,0.014,,,,"collagenase clostridium histolyticum, ocriplasmin"
NDUFA5,CV_414.1 [Hypertrophic cardiomyopathy],0.085,0,0.0,,,1,0.998,,,"me-344, metformin, nv-128",
KLC4,NS_341.1 [Cerebral palsy],0.085,0,0.0,,,0,0.001,,,,
ADCY1,CV_433.3 [Cerebrovascular insufficiency],0.085,0,0.0,,,0,0.911,,,,
RPS10,GE_963.1 [Lipid storage disorders],0.085,0,0.0,,,1,0.002,,,"cycloheximide, dorlimomab aritox, mt-3724","ataluren, elx-02"
CASP3,MS_704.1 [Polyarteritis nodosa and related conditions],0.085,0,0.0,,,1,0.918,,,emricasan,
ANKHD1-EIF4EBP3,CM_763.31 [Ventricular septal defect],0.085,0,0.0,,,0,,,,,
ABCB1,NS_339.2 [Myotonic disorders],0.085,0,0.0,,,1,0.882,,,"biricodar, encequidar, tariquidar, valspodar, zosuquidar",
UMOD,GU_580.51 [Focal and segmental glomerular lesions*],0.085,0,0.0,,,0,0.002,Activation,,,
C20orf141,CM_763.31 [Ventricular septal defect],0.085,0,0.0,,,0,0.0,,,,
ANGPT1,CV_413.13 [Mitral valve stenosis],0.085,0,0.0,,,1,0.932,,,"amg-780, trebananib",
SLC25A46,SO_380.3 [Optic atrophy],0.085,0,0.0,,,0,0.0,,,,
CRMP1,NS_323.3 [Motor neuron disease],0.085,0,0.0,,,0,0.004,,,,
POU2AF1,GI_542.8 [Biliary cirrhosis],0.085,0,0.0,,,0,0.014,,,,
PPARG,MS_704.1 [Polyarteritis nodosa and related conditions],0.085,0,0.0,,,1,0.998,,"aleglitazar, ave0847, balaglitazone, balsalazide, bezafibrate, chiglitazar, clx-0921, db959, efatutazone, etalocib, farglitazar, imiglitazar, indeglitazar, lanifibranor, leriglitazone, mesalamine, mk-0767, muraglitazar, naveglitazar, olsalazine, oms405, pioglitazone, rivoglitazone, rosiglitazone, saroglitazar, sodelglitazar, tesaglitazar, troglitazone","bardoxolone methyl, icosapent","arhalofenate, atx08-001, int131, mbx-2044, mk-0533, netoglitazone"
PRKCQ,DE_669.2 [Behcet's syndrome],0.085,0,0.0,,,1,0.953,,,"cep-2563, gsk-690693, midostaurin, sotrastaurin, tamoxifen, ucn-01",
HTR2A,MB_296.2 [Schizoid personality disorder],0.085,1,4.0,Inhibition,"brexpiprazole (II), lumateperone (II), olanzapine (III)
 quetiapine (III), risperidone (IV), ziprasidone (II)",1,0.999,,"dexfenfluramine, psilocybine","amisulpride, aripiprazole, asenapine, blonanserin, brexpiprazole, carphenazine, chlorpromazine, chlorprothixene, clothiapine, clozapine, cyclobenzaprine, droperidol, eplivanserin, esmirtazapine, haloperidol, iferanserin, iloperidone, loxapine, lumateperone, lurasidone, mesoridazine, minaprine, mirtazapine, molindone, nefazodone, nelotanserin, olanzapine, paliperidone, pimavanserin, pimozide, promazine, pruvanserin, quetiapine, risperidone, sarpogrelate, sb-773812, sertindole, tedatioxetine, temanogrel, thioridazine, thiothixene, trazodone, trelanserin, trifluoperazine, trimipramine, vabicaserin, volinanserin, zimeldine, ziprasidone",
ADAR,GI_540.11 [Autoimmune hepatitis],0.085,0,0.0,,,1,0.001,,,,
SURF1,GE_963.1 [Lipid storage disorders],0.085,0,0.0,,,1,0.004,,,,
GRM5,GE_973.5 [Huntington's disease],0.085,1,2.0,Inhibition,mavoglurant (II),1,0.986,,,"acamprosate, azd2516, dasolampanel etibutil, mavoglurant, stx107","azd2066, basimglurant, dipraglurant, raseglurant, rg7342"
FGF14,GE_972.2 [Hereditary ataxia],0.085,0,0.0,,,0,0.021,Activation,,,
FGFR1,NS_339.2 [Myotonic disorders],0.085,0,0.0,,,1,0.998,,,"azd-4547, brivanib, brivanib alaninate, cp-459632, derazantinib, e-7090, enmd-981693, erdafitinib, fgfr inhibitor debio 1347, futibatinib, hmpl-453, infigratinib, lucitanib, ly-2874455, nintedanib, nintedanib esylate, orantinib, pazopanib, pd-0166285, pemigatinib, regorafenib, rg-1530, rogaratinib, sorafenib, surufatinib, tg100-801, xl-999",
ADCY1,EM_208.1 [Hypoparathyroidism],0.085,0,0.0,,,0,0.911,,,,
NF1,CV_414.1 [Hypertrophic cardiomyopathy],0.085,0,0.0,,,0,0.052,Activation,,,
ELN,CV_438.41 [Aortic dissection],0.085,0,0.0,,,1,0.001,,,,vonapanitase
HMGCR,MS_700.43 [Polymyositis],0.085,0,0.0,,,1,0.998,,,"atorvastatin, cerivastatin, fluvastatin, lovastatin, pitavastatin, pravastatin, rosuvastatin, simvastatin",
NDUFB9,GE_972.2 [Hereditary ataxia],0.085,1,4.0,Inhibition,metformin (IV),1,0.999,,,"me-344, metformin, nv-128",
PEX19,CM_763.31 [Ventricular septal defect],0.085,0,0.0,,,0,0.001,,,,
NFIB,GE_972.9 [Muscular dystrophy],0.085,0,0.0,,,0,0.003,,,,
IL1B,NS_333.4 [Circadian rhythm sleep disorder],0.085,0,0.0,,,1,0.982,,,"canakinumab, cdp-484, gevokizumab, lutikizumab, rilonacept",
RPL26,SO_386.6 [Night blindness],0.085,0,0.0,,,1,0.002,,,"cycloheximide, dorlimomab aritox, mt-3724","ataluren, elx-02"
PRKAA1,GE_973.5 [Huntington's disease],0.085,0,0.0,,,1,0.037,,acadesine,,
KBTBD13,GE_972.9 [Muscular dystrophy],0.085,0,0.0,,,0,0.001,Activation,,,
NR3C2,CM_772.1 [Congenital malformations of endocrine glands],0.085,1,4.0,Activation,fludrocortisone (IV),1,0.998,Activation,"desoxycorticosterone, desoxycorticosterone pivalate, fludrocortisone","canrenoate, canrenone, drospirenone, eplerenone, felodipine, finerenone, ly2623091, mt-3995, nimodipine, pf-03882845, progesterone, spironolactone, vamorolone, xl550",balcinrenone
HTR2A,MB_301.2 [Asperger's syndrome*],0.085,1,4.0,Inhibition,"aripiprazole (II), risperidone (IV)",1,0.999,,"dexfenfluramine, psilocybine","amisulpride, aripiprazole, asenapine, blonanserin, brexpiprazole, carphenazine, chlorpromazine, chlorprothixene, clothiapine, clozapine, cyclobenzaprine, droperidol, eplivanserin, esmirtazapine, haloperidol, iferanserin, iloperidone, loxapine, lumateperone, lurasidone, mesoridazine, minaprine, mirtazapine, molindone, nefazodone, nelotanserin, olanzapine, paliperidone, pimavanserin, pimozide, promazine, pruvanserin, quetiapine, risperidone, sarpogrelate, sb-773812, sertindole, tedatioxetine, temanogrel, thioridazine, thiothixene, trazodone, trelanserin, trifluoperazine, trimipramine, vabicaserin, volinanserin, zimeldine, ziprasidone",
SPG21,NS_341.1 [Cerebral palsy],0.085,0,0.0,,,0,0.0,,,,
RPGRIP1,GE_972.2 [Hereditary ataxia],0.085,0,0.0,,,1,0.003,,,,
KCNMA1,GE_963.1 [Lipid storage disorders],0.085,0,0.0,,,1,0.999,Activation,"andolast, bms-223131, flindokalner",,chlorzoxazone
HTR2A,MB_296.4 [Borderline personality disorder],0.085,1,4.0,Inhibition,"aripiprazole (IV), brexpiprazole (II), chlorpromazine (IV)
 droperidol (IV), haloperidol (IV), lumateperone (II)
 olanzapine (III), quetiapine (III), risperidone (IV)
 trifluoperazine (IV), ziprasidone (II)",1,0.999,,"dexfenfluramine, psilocybine","amisulpride, aripiprazole, asenapine, blonanserin, brexpiprazole, carphenazine, chlorpromazine, chlorprothixene, clothiapine, clozapine, cyclobenzaprine, droperidol, eplivanserin, esmirtazapine, haloperidol, iferanserin, iloperidone, loxapine, lumateperone, lurasidone, mesoridazine, minaprine, mirtazapine, molindone, nefazodone, nelotanserin, olanzapine, paliperidone, pimavanserin, pimozide, promazine, pruvanserin, quetiapine, risperidone, sarpogrelate, sb-773812, sertindole, tedatioxetine, temanogrel, thioridazine, thiothixene, trazodone, trelanserin, trifluoperazine, trimipramine, vabicaserin, volinanserin, zimeldine, ziprasidone",
NDUFB9,GE_963.1 [Lipid storage disorders],0.085,0,0.0,,,1,0.999,,,"me-344, metformin, nv-128",
KITLG,GE_978.3 [Osteochondrodysplasias],0.085,0,0.0,,,0,0.143,,,,
SPIN1,NS_344.2 [Benign intracranial hypertension],0.085,0,0.0,,,0,0.0,,,,
ARPC4,NS_324.2 [Degenerative diseases of the basal ganglia (excluding parkinsonism)],0.085,0,0.0,,,0,0.002,,,,
GSK3B,GE_978.3 [Osteochondrodysplasias],0.085,0,0.0,,,1,0.938,Activation,,"azd-1080, elraglusib, lithium, lithium anhydrous, ly-2090314, tideglusib",
WEE1,NS_323.3 [Motor neuron disease],0.085,0,0.0,,,1,0.677,,,"adavosertib, azenosertib",
COL6A3,NS_340.3 [Inflammatory and immune myopathies],0.085,0,0.0,,,1,0.029,Activation,,,"collagenase clostridium histolyticum, ocriplasmin"
HTR2A,NS_333.4 [Circadian rhythm sleep disorder],0.085,1,4.0,Inhibition,"eplivanserin (III), esmirtazapine (III), mirtazapine (IV)
 nelotanserin (II), quetiapine (II), trazodone (IV)",1,0.999,,"dexfenfluramine, psilocybine","amisulpride, aripiprazole, asenapine, blonanserin, brexpiprazole, carphenazine, chlorpromazine, chlorprothixene, clothiapine, clozapine, cyclobenzaprine, droperidol, eplivanserin, esmirtazapine, haloperidol, iferanserin, iloperidone, loxapine, lumateperone, lurasidone, mesoridazine, minaprine, mirtazapine, molindone, nefazodone, nelotanserin, olanzapine, paliperidone, pimavanserin, pimozide, promazine, pruvanserin, quetiapine, risperidone, sarpogrelate, sb-773812, sertindole, tedatioxetine, temanogrel, thioridazine, thiothixene, trazodone, trelanserin, trifluoperazine, trimipramine, vabicaserin, volinanserin, zimeldine, ziprasidone",
PTK2,GE_961.1 [Phakomatoses],0.085,0,0.0,,,1,0.991,,,"cep-37440, conteltinib, defactinib, gsk-2256098, ifebemtinib, pf-00562271, vs-4718",
POMGNT1,SO_380.3 [Optic atrophy],0.085,0,0.0,,,0,0.0,,,,
EDNRA,GI_542.8 [Biliary cirrhosis],0.085,0,0.0,,,1,0.999,,,"ambrisentan, aprocitentan, atrasentan, avosentan, bosentan, bq-123, clazosentan, darusentan, enrasentan, macitentan, nebentan, sitaxentan, sparsentan, tezosentan, zibotentan",
COL4A3,GU_580.52 [Diffuse membranous glomerulonephritis],0.085,0,0.0,,,1,0.004,Activation,,,"collagenase clostridium histolyticum, ocriplasmin"
PDE4D,CV_433.3 [Cerebrovascular insufficiency],0.085,1,4.0,Inhibition,"caffeine (I), dipyridamole (IV)",1,0.998,,,"aminophylline, amlexanox, apremilast, caffeine, cilomilast, crisaborole, difamilast, dipyridamole, dovramilast, drotaverine, dyphylline, ensifentrine, flavoxate, gsk-256066, ht-0712, ibudilast, lotamilast, mk-0873, oglemilast, oxtriphylline, pentoxifylline, revamilast, roflumilast, rolipram, tetomilast, theophylline, theophylline glycinate, tofimilast, tranimilast, zatolmilast",
DAB1,GE_972.2 [Hereditary ataxia],0.085,0,0.0,,,0,0.047,Activation,,,
IL1B,DE_669.2 [Behcet's syndrome],0.085,1,3.0,Inhibition,"canakinumab (II), gevokizumab (III)",1,0.982,,,"canakinumab, cdp-484, gevokizumab, lutikizumab, rilonacept",
MT-ATP6,SO_380.3 [Optic atrophy],0.085,0,0.0,,,0,0.001,Activation,,,
LAMA5,GU_580.52 [Diffuse membranous glomerulonephritis],0.085,0,0.0,,,1,0.021,Activation,,,ocriplasmin
MEIS2,CM_751.213 [Congenital cataract],0.085,0,0.0,,,0,0.003,,,,
HDAC9,GE_972.9 [Muscular dystrophy],0.085,0,0.0,,,1,0.969,,,"abexinostat, belinostat, cudc-101, divalproex, entinostat, fimepinostat, panobinostat, quisinostat, romidepsin, tacedinaline, valproate, valproic acid",
AFG3L2,SO_380.3 [Optic atrophy],0.085,0,0.0,,,0,0.002,,,,
NLRP3,MS_705.2 [Juvenile rheumatoid arthritis [JRA/JIA]],0.085,0,0.0,,,1,0.558,,,dapansutrile,
BANF1,NS_344.2 [Benign intracranial hypertension],0.085,0,0.0,,,0,0.001,,,,
PLCG2,BI_179.1 [Hypogammaglobulinemia NOS],0.085,0,0.0,,,0,0.9,,,,
CR1,BI_161.2 [Extrinsic (acquired) hemolytic anemias],0.085,0,0.0,,,1,0.134,,,mirococept,
ACVRL1,CV_441 [Arteriovenous malformation],0.085,0,0.0,,,1,0.186,,,"ascrinvacumab, panulisib",
NLRP3,GU_580.51 [Focal and segmental glomerular lesions*],0.085,0,0.0,,,1,0.558,,,dapansutrile,
SPIN1,CV_433.3 [Cerebrovascular insufficiency],0.085,0,0.0,,,0,0.0,,,,
IMPG2,SO_369.62 [Keratoconus],0.085,0,0.0,,,0,0.001,,,,
TLR8,GI_540.11 [Autoimmune hepatitis],0.085,0,0.0,,,1,0.975,Activation,"motolimod, resiquimod, selgantolimod, telratolimod","bazlitoran, enpatoran",
TP53,CV_433.3 [Cerebrovascular insufficiency],0.085,1,0.5,Other or unknown,unknown,1,0.826,,,"apg115, cenersen, idasanutlin, navtemadlin, siremadlin","contusugene ladenovec, eprenetapopt, teprasiran"
RBFOX2,CM_770.5 [Congenital osteodystrophies],0.085,0,0.0,,,0,0.001,,,,
C17orf107,SO_380.3 [Optic atrophy],0.085,0,0.0,,,0,0.0,,,,
MDH2,NS_341.1 [Cerebral palsy],0.085,0,0.0,,,0,0.008,,,,
RBM45,NS_323.3 [Motor neuron disease],0.085,0,0.0,,,0,0.0,,,,
DRD3,MB_293.1 [Anorexia nervosa],0.085,1,4.0,Inhibition,"amisulpride (I), bromocriptine (I), olanzapine (IV)",1,0.999,,"apomorphine, bromocriptine, ergoloid, etilevodopa, levodopa, pardoprunox, pergolide, pramipexole, ropinirole, rotigotine, sarizotan","abt-925, adoprazine, amisulpride, amoxapine, blonanserin, chlorpromazine, chlorprothixene, droperidol, haloperidol, levomepromazine, loxapine, mesdopetam, olanzapine, pimozide, promazine, thioridazine, tiapride, trazpiroben, trifluoperazine",cariprazine
CLCNKB,EM_211.1 [Adrenal hyperfunction],0.085,0,0.0,,,0,0.86,Activation,,,
BMPR2,GE_975.2 [Hereditary hemorrhagic telangiectasia],0.085,0,0.0,,,1,0.232,,"dibotermin, eptotermin",,
YPEL5,BI_179.1 [Hypogammaglobulinemia NOS],0.085,0,0.0,,,0,0.0,,,,
MFSD8,GE_963.1 [Lipid storage disorders],0.085,1,0.5,Other or unknown,unknown,1,0.0,Activation,,,
UBAP1,GE_972.2 [Hereditary ataxia],0.085,0,0.0,,,0,0.0,Activation,,,
FAM161A,SO_369.62 [Keratoconus],0.085,0,0.0,,,0,0.001,,,,
AR,DE_669.2 [Behcet's syndrome],0.085,0,0.0,,,1,0.988,,"cr 1447, danazol, dromostanolone, ethylestrenol, fluoxymesterone, methandrostenolone, methyltestosterone, nandrolone, oxandrolone, oxymetholone, stanozolol, testosterone, testosterone cypionate, testosterone enanthate","abiraterone, apalutamide, apc-100, bicalutamide, clascoterone, cyproterone, darolutamide, dimethylcurcumin, enzalutamide, flutamide, galeterone, nilutamide, pruxelutamide, seviteronel, shr3680","azd3514, enobosarm, glpg0492, gsk2849466, gsk2881078, he3235, lgd-2941, ly2452473, mk-0773, vk5211"
GRIN2B,DE_663.2 [Pemphigoid],0.085,0,0.0,,,1,0.998,,"apimostinel, neboglamine, rapastinel","acamprosate, amantadine, av-101, azd8108, cns-5161, delucemine, esketamine, evt-101, felbamate, gw468816, indantadol, ketamine, lanicemine, memantine, neramexane, orphenadrine, perzinfotel, radiprodil, ralfinamide, rislenemdaz, tramadol, traxoprodil",
TUBB2A,NS_323.3 [Motor neuron disease],0.085,1,2.0,Inhibition,colchicine (II),1,0.975,,,"abt-751, ang1005, anvatabart opadotin, aprutumab ixadotin, asg-5me, azintuxizumab vedotin, belantamab mafodotin, bivatuzumab, brentuximab vedotin, cabazitaxel, cantuzumab, colchicine, crolibulin, docetaxel, docetaxel anhydrous, dolastatin-10, enapotamab vedotin, enfortumab vedotin, eribulin, fosbretabulin, glembatumumab vedotin, indibulin, indusatumab vedotin, ixabepilone, ladiratuzumab vedotin, lexibulin, lifastuzumab vedotin, lorvotuzumab, milataxel, mirvetuximab soravtansine, ombrabulin, paclitaxel, pf-06263507, pinatuzumab vedotin, plinabulin, plocabulin, polatuzumab vedotin, praluzatamab ravtansine, rg-7600, rg-7636, rg-7841, soblidotin, sofituzumab vedotin, telisotuzumab vedotin, tisotumab vedotin, trastuzumab emtansine, tusamitamab ravtansine, vandortuzumab vedotin, vinblastine, vincristine, vinflunine, vinorelbine","ags-16c3f, bms-275183, davunetide, epothilone d, fosbretabulin tromethamine, kos-1584, larotaxel, paclitaxel docosahexaenoic acid, paclitaxel poliglumex, patupilone, sagopilone, t-900607, verubulin"
PRKCD,CM_770.5 [Congenital osteodystrophies],0.085,1,4.0,Inhibition,tamoxifen (IV),1,0.99,,,"cep-2563, delcasertib, gsk-690693, midostaurin, sotrastaurin, tamoxifen, ucn-01",
DISC1,MB_301.2 [Asperger's syndrome*],0.085,0,0.0,,,1,0.03,Activation,,,
SARM1,NS_323.3 [Motor neuron disease],0.085,1,0.5,Other or unknown,unknown,1,0.002,,,,
NLRP3,MS_700.42 [Dermatomyositis],0.085,0,0.0,,,1,0.558,,,dapansutrile,
IL1B,GI_540.11 [Autoimmune hepatitis],0.084,0,0.0,,,1,0.982,,,"canakinumab, cdp-484, gevokizumab, lutikizumab, rilonacept",
INPPL1,CM_770.5 [Congenital osteodystrophies],0.084,0,0.0,,,0,0.877,,,,
HIF1A,GE_978.22 [Ehler's Danlos syndrome],0.084,0,0.0,,,1,0.891,,,,
NR3C1,GE_978.22 [Ehler's Danlos syndrome],0.084,0,0.0,,,1,0.998,,"alclometasone, amcinonide, beclomethasone, betamethasone, betamethasone phosphoric acid, budesonide, ciclesonide, clobetasol, clocortolone pivalate, cortisone, cortivazol, deflazacort, desonide, desoximetasone, dexamethasone, dexamethasone phosphoric acid, diflorasone, difluprednate, flumethasone pivalate, flunisolide, fluocinolone, fluocinonide, fluorometholone, fluprednisolone, flurandrenolide, fluticasone, fluticasone furoate, halcinonide, halobetasol, hydrocortamate, hydrocortisone, hydrocortisone anhydrous, hydrocortisone butyrate, hydrocortisone cypionate, hydrocortisone phosphoric acid, hydrocortisone probutate, loteprednol etabonate, mapracorat, medrysone, meprednisone, methylprednisolone, mometasone furoate, paramethasone, prednicarbate, prednisolone, prednisolone phosphoric acid, prednisolone tebutate, prednisone, rimexolone, triamcinolone, vamorolone","cort 108297, cyproterone, mifepristone, org-34517, relacorilant","abbv-3373, azd-5423, dagrocorat, fosdagrocorat, velsecorat"
