Gene,Phecode,RareGPS,Indication,Max phase,Gene expression,HGMD,Locus2gene,Mouse models,OTP clinical genetics,Text mining,Common variants,Rare variants,Rare variants (gene-level),Ultrarare variants (gene-level),Mantis-ML,Sources
PEX10,SO_386.6 [Night blindness],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.162,0.288,0.12,0.971,2
HMGA1,SO_386.5 [Color vision deficiencies],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.037,,,0.193,2
NEK8,GE_976.5 [Polycystic kidney disease],0.081,0,0.0,0.0,0.0,0.0,0.341,0.503,0.03,,2.133,0.245,0.458,,4
MARCKS,MB_287.2 [Schizoaffective disorder],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.985,2.565,0.038,0.047,,2
SLC7A1,GE_961.1 [Phakomatoses],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,2.516,1.663,0.153,0.151,0.175,3
DEPDC5,MB_302.1 [Speech and language developmental delay],0.081,0,0.0,0.0,0.0,0.0,0.0,0.564,0.024,,2.491,0.399,0.201,0.376,4
PDE6B,SO_386.5 [Color vision deficiencies],0.081,0,0.0,0.0,0.0,0.0,0.632,0.281,0.035,,2.852,0.68,0.139,0.995,5
POLR3A,NS_341.1 [Cerebral palsy],0.081,0,0.0,0.0,0.859,0.0,0.0,0.0,0.027,2.263,2.907,0.549,0.363,0.961,4
ACTN1,NS_323.3 [Motor neuron disease],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,2.439,0.2,0.544,0.339,0.342,3
NAMPT,NS_328.13 [Frontotemporal dementia [FTD]],0.081,0,0.0,0.024,0.0,0.0,0.0,0.0,0.134,2.551,2.35,0.083,2.124,,3
SLC39A13,GE_978.22 [Ehler's Danlos syndrome],0.081,0,0.0,0.0,0.0,0.0,0.271,0.2,0.189,,0.113,0.057,0.101,,3
KCNJ5,EM_211.1 [Adrenal hyperfunction],0.081,0,0.0,0.0,0.84,0.0,0.0,0.209,0.09,2.164,1.238,0.351,0.172,,3
SRC,GE_973.5 [Huntington's disease],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.508,2.615,0.046,0.033,0.058,,2
SPG11,NS_341.1 [Cerebral palsy],0.081,0,0.0,0.0,0.899,0.0,0.0,0.402,0.078,2.112,2.761,0.485,0.362,0.999,4
ETFA,CV_414.1 [Hypertrophic cardiomyopathy],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.354,1.946,0.424,0.294,0.952,2
NDUFA12,GE_963.1 [Lipid storage disorders],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.977,0.29,0.097,0.054,0.984,2
PRKCA,CV_433.3 [Cerebrovascular insufficiency],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,2.919,0.549,0.115,0.105,0.915,3
FBL,GE_972.1 [Hereditary neuropathy],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,1.725,2.858,0.259,0.137,,2
SLC6A3,MB_303.1 [Dyslexia and alexia],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.172,3.086,1.511,0.131,0.093,,2
MITF,GE_978.3 [Osteochondrodysplasias],0.081,0,0.0,0.0,0.0,0.0,0.324,0.0,0.111,1.863,2.963,0.457,0.141,,3
BANK1,BI_179.1 [Hypogammaglobulinemia NOS],0.081,0,0.0,0.0,0.426,0.0,0.0,0.0,0.0,3.235,2.935,0.575,0.173,0.922,3
NDUFA9,NS_341.1 [Cerebral palsy],0.081,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.614,0.423,0.126,0.989,1
CLN8,GE_963.1 [Lipid storage disorders],0.081,1,0.5,0.0,0.0,0.0,0.287,0.891,0.071,2.491,2.364,0.058,0.027,0.505,5
IDH3B,SO_386.6 [Night blindness],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.146,0.229,0.149,0.976,2
IRF1,MS_700.3 [Systemic sclerosis],0.081,0,0.0,0.0,0.0,0.472,0.0,0.0,0.246,,0.999,0.094,0.073,,2
SALL4,CM_763.31 [Ventricular septal defect],0.081,0,0.0,0.0,0.684,0.0,0.0,0.0,0.102,2.658,2.424,0.183,1.633,0.851,4
RPS23,BI_161.2 [Extrinsic (acquired) hemolytic anemias],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.069,,,0.166,2
TAF12,NS_333.4 [Circadian rhythm sleep disorder],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.139,0.026,0.019,0.306,1
ROCK2,NS_323.3 [Motor neuron disease],0.081,1,2.0,0.0,0.0,0.0,0.0,0.0,0.012,2.227,2.887,0.775,0.687,0.262,3
SPG11,NS_323.3 [Motor neuron disease],0.081,0,0.0,0.0,0.892,0.0,0.302,0.199,0.043,,3.026,0.361,0.099,0.995,5
DNASE1L3,MS_700.3 [Systemic sclerosis],0.081,0,0.0,0.0,0.0,0.524,0.0,0.0,0.146,2.977,1.918,0.451,0.106,,2
COX4I1,NS_341.1 [Cerebral palsy],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.463,0.079,0.067,0.99,1
UBA52,NS_333.4 [Circadian rhythm sleep disorder],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.068,,,0.316,1
RAN,GI_516.1 [Pyloric stenosis],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,,,0.234,1
SLC6A3,NS_343.6 [Multi-system degeneration of the autonomic nervous system*],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.397,1.958,1.999,0.093,0.063,,2
DICER1,GE_972.9 [Muscular dystrophy],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,1.985,1.256,0.128,0.148,0.797,3
ETS1,GE_972.2 [Hereditary ataxia],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,3.975,0.33,0.098,0.145,0.981,3
TEAD1,GE_964.3 [Glycogen storage disease],0.081,0,0.0,0.0,0.0,0.0,0.287,0.0,0.036,2.325,1.72,0.111,0.115,,3
PEX7,GI_516.1 [Pyloric stenosis],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.903,0.515,0.315,1.075,0.983,2
NAMPT,MB_293.1 [Anorexia nervosa],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,2.887,0.316,0.074,0.079,,2
FAM161A,SO_386.5 [Color vision deficiencies],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.56,0.274,0.103,0.989,1
CNGA1,SO_369.62 [Keratoconus],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.032,2.094,0.136,0.999,2
CXCR3,GE_972.2 [Hereditary ataxia],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,2.201,1.661,,0.082,0.222,3
SGCD,CV_414.1 [Hypertrophic cardiomyopathy],0.081,0,0.0,0.0,0.304,0.0,0.623,0.008,0.149,3.238,3.05,1.378,0.253,0.832,5
DES,NS_338.1 [Myasthenia gravis],0.081,0,0.0,0.0,0.0,0.0,0.475,0.0,0.048,,2.489,0.578,0.21,,3
ATXN1,NS_324.2 [Degenerative diseases of the basal ganglia (excluding parkinsonism)],0.081,0,0.0,0.0,0.0,0.0,0.306,0.0,0.109,2.761,3.686,1.873,0.143,0.3,4
FOXO1,MS_727.5 [Cyst of bone],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.096,3.112,2.856,0.061,0.158,,2
ACBD5,GE_963.1 [Lipid storage disorders],0.081,0,0.0,0.0,0.684,0.0,0.266,0.0,0.082,,0.306,0.204,0.096,0.232,4
TFAP2B,MB_293.1 [Anorexia nervosa],0.081,0,0.0,0.0,0.0,0.494,0.0,0.0,0.036,2.152,0.158,0.153,0.104,,2
BANF1,SO_380.3 [Optic atrophy],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.018,0.101,,,0.199,2
ACAN,MS_728.2 [Osteochondritis dissecans],0.081,0,0.0,0.0,0.813,0.0,0.0,0.786,0.051,,4.1,0.049,2.823,,3
NDUFA11,GE_963.1 [Lipid storage disorders],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.478,0.031,0.031,0.953,1
CD163,MS_705.2 [Juvenile rheumatoid arthritis [JRA/JIA]],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.214,1.886,2.648,0.086,0.104,,2
BMP4,GE_972.9 [Muscular dystrophy],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.289,3.196,0.264,0.197,0.089,0.736,3
TNFRSF13B,BI_179.4 [Selective deficiency of immunoglobulin A [IgA]],0.081,0,0.0,0.0,0.0,0.0,0.444,0.503,0.227,4.482,2.474,2.114,0.051,,4
GLB1,GE_972.2 [Hereditary ataxia],0.081,0,0.0,0.0,0.547,0.0,0.358,0.37,0.09,2.196,2.976,1.059,0.175,0.937,5
UBE3C,NS_323.3 [Motor neuron disease],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,1.682,2.028,0.121,0.423,0.041,3
SPAST,NS_341.1 [Cerebral palsy],0.081,0,0.0,0.0,0.9,0.0,0.0,0.453,0.072,2.048,1.53,0.042,6.462,0.999,4
ADRA1B,SO_386.6 [Night blindness],0.081,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.503,2.18,0.205,0.158,0.912,2
NRP1,GU_580.1 [Acute nephritic syndrome],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,3.302,3.153,0.264,0.254,0.92,3
HMGA1,CV_416.8 [Pre-excitation syndrome [Anomalous atrioventricular excitation]],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.045,,,0.294,1
IL15,BI_179.1 [Hypogammaglobulinemia NOS],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.045,0.155,0.152,0.056,0.95,2
EGFR,GI_542.8 [Biliary cirrhosis],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,1.873,2.845,2.779,0.104,,2
NPC1,GE_963.1 [Lipid storage disorders],0.081,1,0.5,0.0,0.547,0.0,0.3,0.837,0.055,,3.037,1.435,0.157,0.292,5
DES,NS_323.3 [Motor neuron disease],0.081,0,0.0,0.0,0.0,0.0,0.412,0.0,0.019,,0.356,0.689,0.629,0.267,3
RPL15,GU_580.1 [Acute nephritic syndrome],0.081,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.082,,,0.306,1
RAN,CV_414.1 [Hypertrophic cardiomyopathy],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.573,0.117,,,0.21,2
RPS12,GE_972.9 [Muscular dystrophy],0.081,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.124,,0.014,0.325,1
COX6A2,CV_414.1 [Hypertrophic cardiomyopathy],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.471,0.387,0.133,0.947,1
SGPL1,GU_580.1 [Acute nephritic syndrome],0.081,0,0.0,0.0,0.88,0.0,0.0,0.0,0.012,,2.783,0.204,0.144,0.192,4
PEX2,CM_763.31 [Ventricular septal defect],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.025,0.304,0.228,0.086,0.961,2
ATXN1,GE_973.5 [Huntington's disease],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,2.77,0.547,0.14,0.062,,2
SCO1,SO_380.3 [Optic atrophy],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.428,0.233,0.123,0.955,2
DRD1,BI_161.2 [Extrinsic (acquired) hemolytic anemias],0.081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,3.13,0.185,0.129,0.118,0.285,3
ALS2,GE_972.2 [Hereditary ataxia],0.081,0,0.0,0.062,0.0,0.0,0.0,0.208,0.164,2.663,2.683,0.468,1.034,0.96,5
VEGFA,GE_972.2 [Hereditary ataxia],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,2.197,2.894,0.201,0.134,0.896,3
AHR,DE_669.2 [Behcet's syndrome],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.576,2.692,1.321,0.091,0.098,,2
HIBADH,NS_341.1 [Cerebral palsy],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.521,0.436,0.223,0.093,0.969,2
ARPC4,CM_763.31 [Ventricular septal defect],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.058,,,0.308,1
L1CAM,GE_972.2 [Hereditary ataxia],0.08,0,0.0,0.15,0.0,0.0,0.0,0.304,0.073,,2.664,0.146,2.13,0.887,5
RPL15,CM_750.16 [Arnold-Chiari syndrome*],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.056,,,0.323,1
YPEL5,SO_380.3 [Optic atrophy],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.341,0.054,,,0.156,2
RPS29,CV_433.3 [Cerebrovascular insufficiency],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.295,0.05,,,0.225,2
CD163,MS_704.2 [Wegener's granulomatosis],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.108,2.251,2.583,0.139,0.145,,2
COL1A2,MS_712.51 [Hypermobility syndrome],0.08,0,0.0,0.0,0.0,0.0,0.306,0.786,0.087,1.527,2.829,1.421,0.397,,4
MTOR,CM_770.5 [Congenital osteodystrophies],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,3.31,3.297,0.279,0.894,0.985,3
SLC4A3,CV_414.1 [Hypertrophic cardiomyopathy],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.369,2.608,2.676,2.548,1.282,0.07,3
RELN,MB_302.1 [Speech and language developmental delay],0.08,0,0.0,0.0,0.0,0.0,0.0,0.553,0.0,2.159,2.632,1.238,0.467,0.984,3
PGK1,BI_161.2 [Extrinsic (acquired) hemolytic anemias],0.08,0,0.0,0.0,0.885,0.0,0.0,0.0,0.166,,2.088,0.059,0.128,0.915,4
LAMB2,GU_580.52 [Diffuse membranous glomerulonephritis],0.08,0,0.0,0.0,0.0,0.0,0.5,0.193,0.063,,3.008,1.995,0.252,,4
BMP4,CV_441 [Arteriovenous malformation],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,2.885,2.688,2.319,0.171,0.927,3
ACTA1,GE_972.9 [Muscular dystrophy],0.08,0,0.0,0.0,0.852,0.0,0.316,0.401,0.115,1.435,0.25,0.05,0.069,0.973,5
SOX2,MB_293.1 [Anorexia nervosa],0.08,0,0.0,0.0,0.0,0.33,0.0,0.0,0.046,4.329,0.137,,0.049,,2
LRP12,GE_972.9 [Muscular dystrophy],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2.133,0.64,0.407,0.144,0.152,3
SMAD3,GI_542.8 [Biliary cirrhosis],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,3.207,0.101,0.05,0.115,,2
TDRD7,CM_751.213 [Congenital cataract],0.08,0,0.0,0.0,0.426,0.0,0.57,0.49,0.029,1.503,3.508,0.233,1.267,0.956,5
TP53BP1,GE_978.3 [Osteochondrodysplasias],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.152,1.335,0.717,0.385,0.242,,2
UBE2E3,CV_413.41 [Pulmonary valve stenosis],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.985,0.047,,,0.211,2
PMP22,GE_972.2 [Hereditary ataxia],0.08,0,0.0,0.0,0.0,0.0,0.413,0.621,0.031,2.859,1.952,0.403,0.088,0.845,5
DCLK1,CV_414.1 [Hypertrophic cardiomyopathy],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2.212,1.297,1.19,0.851,0.066,3
ITM2B,EM_249.1 [Cerebral amyloid angiopathy*],0.08,0,0.0,0.0,0.0,0.0,0.0,0.777,0.16,1.931,2.693,2.622,0.067,,3
MAP3K7,CV_433.3 [Cerebrovascular insufficiency],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,2.089,1.356,0.153,0.147,0.906,3
PALB2,CV_441 [Arteriovenous malformation],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.409,0.172,0.315,0.979,2
TRIM8,GU_580.52 [Diffuse membranous glomerulonephritis],0.08,0,0.0,0.0,0.0,0.0,0.0,0.43,0.217,2.78,0.904,0.176,0.035,,3
CHD4,CM_763.31 [Ventricular septal defect],0.08,0,0.0,0.0,0.58,0.0,0.265,0.0,0.047,,2.258,0.188,0.21,0.882,5
CYLD,CV_433.3 [Cerebrovascular insufficiency],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.112,,3.686,3.293,0.14,0.584,3
TUBA1B,BI_179.1 [Hypogammaglobulinemia NOS],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.189,,,0.294,1
TUBB2B,EM_209.4 [Diabetes insipidus],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.082,,,0.224,1
GRHL3,NS_323.3 [Motor neuron disease],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,1.521,2.92,0.506,0.653,0.003,3
FGA,CV_433.3 [Cerebrovascular insufficiency],0.08,1,3.0,0.0,0.182,0.612,0.0,0.0,0.012,,2.645,1.513,0.107,0.435,4
WNK1,NS_323.3 [Motor neuron disease],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,2.76,2.384,0.363,1.712,0.22,3
AHR,MS_700.3 [Systemic sclerosis],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.183,2.339,4.308,0.183,1.187,,2
MYO9A,GU_580.51 [Focal and segmental glomerular lesions*],0.08,0,0.0,0.0,0.0,0.0,0.688,0.172,0.09,1.791,2.019,0.667,0.106,,4
SLC4A1,GU_580.1 [Acute nephritic syndrome],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,1.689,3.659,0.78,1.29,0.173,3
CLCN3,CV_414.1 [Hypertrophic cardiomyopathy],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,2.153,2.105,0.322,0.176,0.099,3
RICTOR,GE_973.5 [Huntington's disease],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,1.974,0.315,0.195,0.092,,2
KIF5A,CV_433.3 [Cerebrovascular insufficiency],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,1.749,2.186,0.466,0.184,0.16,3
NDUFV1,CM_763.31 [Ventricular septal defect],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.33,1.782,0.198,0.957,2
CYLD,NS_323.3 [Motor neuron disease],0.08,0,0.0,0.062,0.656,0.0,0.0,0.0,0.127,2.523,0.143,0.164,0.22,0.489,5
PRDM16,CV_414.1 [Hypertrophic cardiomyopathy],0.08,0,0.0,0.0,0.772,0.0,0.0,0.129,0.091,2.159,4.992,1.625,0.294,0.607,4
APOB,GE_972.2 [Hereditary ataxia],0.08,0,0.0,0.0,0.654,0.0,0.0,0.129,0.147,2.581,3.728,0.427,0.232,0.923,4
VEGFA,GE_972.9 [Muscular dystrophy],0.08,1,0.5,0.0,0.0,0.0,0.0,0.0,0.103,2.277,0.137,0.138,0.088,0.748,3
CPEB4,GE_963.1 [Lipid storage disorders],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,2.659,0.19,0.096,0.082,0.051,3
MYB,MS_700.3 [Systemic sclerosis],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,1.713,1.965,0.556,0.844,,2
LGI1,DE_669.2 [Behcet's syndrome],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,2.151,0.117,0.105,0.091,,2
IDH2,GE_978.3 [Osteochondrodysplasias],0.08,0,0.0,0.0,0.0,0.0,0.27,0.442,0.099,,0.122,0.091,0.146,,3
SPIN1,CM_770.5 [Congenital osteodystrophies],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875,0.043,0.037,,0.27,2
COX4I1,GE_963.1 [Lipid storage disorders],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.425,0.144,0.043,0.051,0.984,2
TNFAIP3,DE_669.2 [Behcet's syndrome],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.269,4.613,2.31,0.174,1.951,,2
SETBP1,GU_580.1 [Acute nephritic syndrome],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,2.839,2.739,0.481,0.242,0.169,3
KDR,MS_700.3 [Systemic sclerosis],0.08,1,4.0,0.0,0.0,0.0,0.0,0.0,0.383,2.781,2.936,0.99,0.258,,2
SAMHD1,NS_324.2 [Degenerative diseases of the basal ganglia (excluding parkinsonism)],0.08,0,0.0,0.0,0.0,0.0,0.0,0.898,0.174,,2.243,0.261,0.198,0.838,4
G6PD,BI_161.2 [Extrinsic (acquired) hemolytic anemias],0.08,0,0.0,0.0,0.898,0.0,0.0,0.129,0.0,,2.089,0.473,3.773,0.98,3
NDUFA3,GE_972.2 [Hereditary ataxia],0.08,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.145,0.175,0.067,0.927,1
KCNQ5,GE_972.9 [Muscular dystrophy],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,1.991,3.557,3.937,0.084,0.155,3
CD2AP,GU_580.1 [Acute nephritic syndrome],0.08,0,0.0,0.0,0.87,0.0,0.0,0.01,0.046,1.937,1.415,0.283,1.677,0.846,4
CRMP1,GE_973.5 [Huntington's disease],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.623,2.217,0.196,0.053,0.061,,2
FLNC,GE_961.1 [Phakomatoses],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,1.623,3.282,0.536,0.515,0.288,3
TTN,NS_338.1 [Myasthenia gravis],0.08,0,0.0,0.0,0.0,0.0,0.263,0.0,0.219,1.407,3.857,1.132,0.173,,3
COLQ,NS_338.1 [Myasthenia gravis],0.08,0,0.0,0.0,0.0,0.0,0.0,0.829,0.104,,3.248,1.664,0.639,,3
ZC3H12A,GI_542.8 [Biliary cirrhosis],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.383,2.536,0.514,0.182,,2
CSF1R,NS_323.3 [Motor neuron disease],0.08,1,4.0,0.0,0.654,0.0,0.0,0.0,0.078,1.839,4.029,0.398,0.257,0.931,4
TRIM24,NS_340.3 [Inflammatory and immune myopathies],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.102,2.448,0.406,0.094,0.058,,2
FIG4,GE_972.1 [Hereditary neuropathy],0.08,0,0.0,0.0,0.0,0.0,0.286,0.637,0.095,,2.415,1.034,0.291,,4
UQCRC2,GE_963.1 [Lipid storage disorders],0.08,0,0.0,0.0,0.426,0.0,0.0,0.0,0.0,1.358,0.558,0.09,0.086,0.965,3
AGL,GE_972.9 [Muscular dystrophy],0.08,0,0.0,0.0,0.684,0.0,0.309,0.0,0.036,3.452,2.696,0.177,0.247,0.283,5
KITLG,CV_433.3 [Cerebrovascular insufficiency],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.142,2.827,1.927,0.094,0.091,0.927,3
SPART,GE_972.2 [Hereditary ataxia],0.08,0,0.0,0.0,0.654,0.0,0.0,0.242,0.07,1.437,1.735,0.382,0.231,,3
EFNB2,CV_433.3 [Cerebrovascular insufficiency],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,3.556,2.084,0.088,0.065,0.799,3
HLA-A,GE_973.5 [Huntington's disease],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.169,1.68,2.826,0.041,0.044,,2
RPL27A,CM_751.213 [Congenital cataract],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.094,,,0.198,1
BACE1,NS_340.3 [Inflammatory and immune myopathies],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.252,3.301,0.134,0.079,0.057,,2
SMAD3,GE_972.2 [Hereditary ataxia],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.206,2.363,2.176,0.077,0.086,0.92,3
TSN,GI_516.1 [Pyloric stenosis],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.802,0.073,,1.96,0.094,2
FLG,DE_663.1 [Pemphigus],0.08,0,0.0,0.0,0.0,0.0,0.413,0.0,0.018,,4.156,1.152,0.246,,3
MYB,GE_970.2 [Thalassemia],0.08,0,0.0,0.0,0.0,0.0,0.479,0.0,0.051,,0.929,0.134,0.135,,2
YPEL5,CM_751.213 [Congenital cataract],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.682,0.043,,,0.17,2
AIRE,EM_208.1 [Hypoparathyroidism],0.08,0,0.0,0.0,0.897,0.0,0.0,0.0,0.152,,4.166,2.787,0.215,0.91,4
RPL15,SO_380.3 [Optic atrophy],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.076,,,0.319,1
ANKHD1-EIF4EBP3,CV_413.41 [Pulmonary valve stenosis],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.06,0.048,,0.177,1
NAMPT,"EM_209.11 [Tall stature, acromegaly and gigantism]",0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.337,3.194,3.113,2.99,0.042,,2
ADARB1,GE_972.2 [Hereditary ataxia],0.08,0,0.0,0.053,0.0,0.0,0.0,0.0,0.012,1.987,0.16,0.148,0.155,0.341,4
GATA6,CM_763.13 [Patent ductus arteriosus],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,2.062,0.134,,3.238,0.913,3
SLC6A3,GE_961.1 [Phakomatoses],0.08,1,4.0,0.0,0.0,0.0,0.0,0.0,0.018,,0.884,0.211,1.508,0.187,3
EZH2,GE_976.5 [Polycystic kidney disease],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,2.561,0.414,0.082,0.142,,2
SMAD3,GE_978.22 [Ehler's Danlos syndrome],0.08,0,0.0,0.0,0.0,0.0,0.0,0.484,0.118,3.355,0.061,0.025,0.06,,3
ISL1,CV_414.1 [Hypertrophic cardiomyopathy],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,3.658,1.887,0.16,1.547,0.325,3
PTPRD,DE_663.1 [Pemphigus],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,3.008,4.535,2.796,0.868,,2
HTR2C,CV_433.3 [Cerebrovascular insufficiency],0.08,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.963,3.693,,0.024,0.181,2
FOXP1,NS_323.3 [Motor neuron disease],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.847,0.063,,,0.262,2
OTX2,NS_323.3 [Motor neuron disease],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,2.906,1.242,,0.077,0.212,3
RPS29,GE_972.2 [Hereditary ataxia],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.953,0.056,,,0.307,2
SHANK2,GE_961.1 [Phakomatoses],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,1.874,3.687,1.37,0.241,0.294,3
GP1BA,GE_971.14 [Von Willebrand's disease],0.08,0,0.0,0.0,0.0,0.0,0.46,0.827,0.075,,3.514,1.938,0.075,,4
RPL15,CM_770.5 [Congenital osteodystrophies],0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.058,,,0.316,1
TNFRSF11B,GE_972.1 [Hereditary neuropathy],0.08,0,0.0,0.0,0.0,0.0,0.33,0.0,0.122,3.098,2.698,0.159,0.139,,3
